actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.19830965995788574
0.15276455879211426,0.19703175127506256
0.15529286861419678,0.19583626091480255
0.15776026248931885,0.1946980506181717
0.1601690798997879,0.19352878630161285
0.15519747138023376,0.19232536852359772
0.1531791090965271,0.1911250650882721
0.1467219442129135,0.1899242103099823
0.13588865101337433,0.18866083025932312
0.12945690751075745,0.1873520463705063
0.11864502727985382,0.18599803745746613
0.10351292043924332,0.18458598852157593
0.0841178223490715,0.1830229014158249
0.05006934329867363,0.17990833520889282
0.026684356853365898,0.1778624951839447
0.003488851711153984,0.17591480910778046
0.0,0.1737239509820938
0.0,0.17149311304092407
0.0,0.16896173357963562
0.0,0.16644790768623352
0.0,0.16357967257499695
0.0,0.16068300604820251
0.0,0.15755650401115417
0.0,0.15435278415679932
0.0,0.1510520875453949
0.0,0.1476196050643921
0.0,0.1440645307302475
0.0,0.14045676589012146
0.0,0.13676273822784424
0.0,0.13296078145503998
0.0,0.12911798059940338
0.0,0.1251993626356125
0.0,0.12122750282287598
0.0,0.11731283366680145
0.0,0.11322539299726486
0.0,0.1091296598315239
0.0,0.10509341955184937
0.0,0.10112638026475906
0.0,0.09297396242618561
0.0,0.08893030881881714
0.0,0.08490390330553055
0.0,0.07701312750577927
0.0,0.07327599823474884
0.0,0.06966133415699005
0.0,0.06618687510490417
0.0,0.06283298879861832
0.0,0.05958050861954689
0.0,0.05643865466117859
0.0,0.05342402309179306
0.0,0.05051003396511078
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12711048126220703
0.0,0.1260933130979538
0.00997406430542469,0.1250864416360855
0.022319070994853973,0.12431173771619797
0.043141577392816544,0.12370114028453827
0.05925390496850014,0.1232028678059578
0.075090691447258,0.1228167712688446
0.09938178211450577,0.12263970822095871
0.11894083023071289,0.12266676872968674
0.15294551849365234,0.12290474027395248
0.1629919409751892,0.12319789081811905
0.17725719511508942,0.12357664108276367
0.19132819771766663,0.1240779384970665
0.20085477828979492,0.12463289499282837
0.20590564608573914,0.1252317875623703
0.2109055519104004,0.12583881616592407
0.22021591663360596,0.12651178240776062
0.2207016497850418,0.12718135118484497
0.22556547820568085,0.12787498533725739
0.2260282337665558,0.12856629490852356
0.22215233743190765,0.12920726835727692
0.21835651993751526,0.1298169195652008
0.20591920614242554,0.13032960891723633
0.20239366590976715,0.1307954341173172
0.1858556866645813,0.13114139437675476
0.17391927540302277,0.13138806819915771
0.1577950268983841,0.13152025640010834
0.13753558695316315,0.13150109350681305
0.11754992604255676,0.131339430809021
0.09782540798187256,0.13106541335582733
0.07399089634418488,0.13062281906604767
0.018543172627687454,0.12902501225471497
3.7017241993453354e-05,0.1281108856201172
0.0,0.12670376896858215
0.0,0.12515099346637726
0.0,0.12334924936294556
0.0,0.12126617878675461
0.0,0.11923350393772125
0.0,0.11677383631467819
0.0,0.11405257135629654
0.0,0.10821206122636795
0.0,0.10520298033952713
0.0,0.10178160667419434
0.0,0.09818198531866074
0.0,0.09448561817407608
0.0,0.09065552800893784
0.0,0.08669868111610413
0.0,0.08266579359769821
0.0,0.07853734493255615
0.0,0.07444675266742706
0.0,0.07045591622591019
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12236592918634415
0.0,0.12018103897571564
0.0,0.11814446747303009
0.0,0.11624497175216675
0.0,0.11447928845882416
0.0,0.11284109950065613
0.0,0.11136547476053238
0.0,0.11005586385726929
0.0,0.10893265902996063
0.0,0.10787244886159897
0.0,0.10697636753320694
0.0,0.10542511194944382
0.0,0.10424142330884933
0.0,0.10378751903772354
0.004526791628450155,0.10341757535934448
0.014730039983987808,0.1031353771686554
0.024763567373156548,0.10292530059814453
0.030275912955403328,0.10276435315608978
0.031334370374679565,0.10261470824480057
0.036721475422382355,0.10251158475875854
0.037659935653209686,0.10241194814443588
0.03857304900884628,0.10232361406087875
0.04817967116832733,0.10230916738510132
0.05328323692083359,0.10233718901872635
0.06266822665929794,0.10245931148529053
0.05884190648794174,0.10249635577201843
0.050709523260593414,0.1025201678276062
0.03832881897687912,0.10245059430599213
0.030473140999674797,0.10228021442890167
0.027074240148067474,0.10209894925355911
0.019349420443177223,0.10191366821527481
0.01607506535947323,0.10164202004671097
0.012827565893530846,0.10138405859470367
0.013964492827653885,0.10113878548145294
0.006347143556922674,0.10084190219640732
0.0031744157895445824,0.10054027289152145
2.2924399672774598e-05,0.10020120441913605
0.0,0.09985851496458054
0.0,0.09946560114622116
0.0,0.09909417480230331
0.0,0.09859801083803177
0.0,0.09815075248479843
0.24316257238388062,0.09764379262924194
0.24158048629760742,0.19888192415237427
0.240006223320961,0.19919466972351074
0.238438680768013,0.19919328391551971
0.2412363886833191,0.1993780881166458
0.23962022364139557,0.19954049587249756
0.23801171779632568,0.19969066977500916
0.23641033470630646,0.19983826577663422
0.23481501638889313,0.20000000298023224
0.2332252711057663,0.19920673966407776
0.23164063692092896,0.19926214218139648
0.22570110857486725,0.19940896332263947
0.21546685695648193,0.19933080673217773
0.2053537666797638,0.19934462010860443
0.19535592198371887,0.1991513967514038
0.18110856413841248,0.1988193541765213
0.16702581942081451,0.19846554100513458
0.15309925377368927,0.1981199085712433
0.13932135701179504,0.19752293825149536
0.12132584303617477,0.19685867428779602
0.10352461785078049,0.19608864188194275
0.08154941350221634,0.19518756866455078
0.06416923552751541,0.19405846297740936
0.03823497146368027,0.19295069575309753
0.012577012181282043,0.19146126508712769
0.0,0.19003352522850037
0.0,0.18821297585964203
0.0,0.18630757927894592
0.0,0.18420225381851196
0.0,0.18191738426685333
0.0,0.17943045496940613
0.0,0.17678870260715485
0.0,0.17403079569339752
0.0,0.17105594277381897
0.0,0.16792017221450806
0.0,0.16464853286743164
0.0,0.16128696501255035
0.0,0.15784378349781036
0.0,0.15432001650333405
0.0,0.1506730169057846
0.0,0.14694005250930786
0.0,0.14311908185482025
0.0,0.1392803192138672
0.0,0.1353413462638855
0.0,0.13139598071575165
0.0,0.1273917704820633
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19993890821933746
0.0,0.19726628065109253
0.0,0.1947004348039627
0.0,0.1922859102487564
0.0,0.1898861974477768
0.0,0.18769893050193787
0.0,0.18567322194576263
0.0,0.1836393177509308
0.0,0.1816769242286682
0.0,0.17984765768051147
0.0,0.17800727486610413
0.0,0.17625784873962402
0.0,0.17457550764083862
0.0,0.17293065786361694
0.0,0.1712825745344162
0.0,0.16965647041797638
0.0,0.16802293062210083
0.0,0.16642501950263977
0.0,0.1648796796798706
0.0,0.16335873305797577
0.0,0.16183702647686005
0.0,0.1602739840745926
0.09990354627370834,0.15869981050491333
0.0964675024151802,0.20000000298023224
0.10171008110046387,0.20000000298023224
0.10679329186677933,0.20000000298023224
0.1073642298579216,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.1172918826341629,0.20000000298023224
0.11734601855278015,0.20000000298023224
0.12169082462787628,0.20000000298023224
0.11719101667404175,0.20000000298023224
0.11269049346446991,0.20000000298023224
0.10382921248674393,0.20000000298023224
0.0993848368525505,0.20000000298023224
